epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8536.59,1.28006,1.33321,1.23395,0.94811,0.8954,0.94388,0.54378,1.42118,0.83328,1.29828,0.000666163,0.000666163,0.000666163
2,16797.4,1.27495,0.81132,1.24427,0.94462,0.90525,0.94716,0.60934,1.3049,0.68241,1.25353,0.00106893,0.00106893,0.00106893
